school_code;school_name;la_code;local_authority;sector;governance;postcode;pupils;geom
6732128;LLANGAN PRIMARY SCHOOL;673;The Vale of Glamorgan;Primary;Community;CF35 5DR;123;POINT (296928.76 177449.55)
6732131;PALMERSTON PRIMARY SCHOOL;673;The Vale of Glamorgan;Primary;Community;CF63 2XL;222;POINT (313880.72 169427.13)
6732133;RHWS COUNTY PRIMARY SCHOOL;673;The Vale of Glamorgan;Primary;Community;CF62 3DS;368;POINT (306067 166362)
6732136;SULLY PRIMARY SCHOOL;673;The Vale of Glamorgan;Primary;Community;CF64 5SU;381;POINT (315480.69 167992.57)
6732138;VICTORIA PRIMARY SCHOOL;673;The Vale of Glamorgan;Primary;Community;CF64 2UZ;453;POINT (317953.64 171537.29)
6732144;ST ATHAN PRIMARY SCHOOL;673;The Vale of Glamorgan;Primary;Community;CF62 4PG;212;POINT (301935 167904)
6732146;ST ILLTYD PRIMARY SCHOOL;673;The Vale of Glamorgan;Primary;Community;CF61 1ST;348;POINT (296870 168954)
6732148;EVENLODE PRIMARY SCHOOL;673;The Vale of Glamorgan;Primary;Community;CF64 3PD;501;POINT (317985 170707)
6732149;LLANDOUGH COUNTY PRIMARY;673;The Vale of Glamorgan;Primary;Community;CF64 2QD;184;POINT (316890 173028)
6732151;Y BONT FAEN PRIMARY SCHOOL;673;The Vale of Glamorgan;Primary;Community;CF71 7BN;269;POINT (299539 174389)
6732152;YSGOL PEN-Y-GARTH;673;The Vale of Glamorgan;Primary;Community;CF64 2QN;320;POINT (316959 172028)
6732156;Ysgol Gymraeg Sant Baruc;673;The Vale of Glamorgan;Primary;Community;CF62 5AT;337;POINT (311087.74 167305.45)
6732163;OAK FIELD PRIMARY AND NURSERY SCHOOL;673;The Vale of Glamorgan;Primary;Community;CF62 9DU;156;POINT (311859 169321)
6732165;YSGOL IOLO MORGANWG;673;The Vale of Glamorgan;Primary;Community;CF71 7ER;195;POINT (299681 174319)
6732178;YSGOL GYMRAEG SANT CURIG;673;The Vale of Glamorgan;Primary;Community;CF62 8HQ;433;POINT (311170.13 168216.78)
6732179;YSGOL GYMRAEG GWAUN Y NANT;673;The Vale of Glamorgan;Primary;Community;CF62 9DU;209;POINT (311859 169321)
6732181;CADOXTON PRIMARY SCHOOL;673;The Vale of Glamorgan;Primary;Community;CF63 2JS;460;POINT (312944.8 169090.33)
6732182;ROMILLY PRIMARY SCHOOL;673;The Vale of Glamorgan;Primary;Community;CF62 6LF;684;POINT (310543.48 167723.58)
6732184;Ysgol Gymraeg Dewi Sant;673;The Vale of Glamorgan;Primary;Community;CF61 1TQ;229;POINT (297497.91 168586.75)
6732185;DINAS POWYS PRIMARY SCHOOL;673;The Vale of Glamorgan;Primary;Community;CF64 4JU;460;POINT (315839 171192)
6732186;Ysgol Y Ddraig;673;The Vale of Glamorgan;Primary;Community;CF61 1TQ;255;POINT (297428.82 168263.91)
6733037;ST NICHOLAS C/W PRIMARY SCHOOL;673;The Vale of Glamorgan;Primary;Voluntary controlled;CF5 6SG;152;POINT (308906.3 174361.62)
6733047;PETERSTON-SUPER-ELY PRIMARY;673;The Vale of Glamorgan;Primary;Voluntary controlled;CF5 6LP;136;POINT (308451 176634)
6733057;GWENFO C/W PRIMARY SCHOOL;673;The Vale of Glamorgan;Primary;Voluntary controlled;CF5 6AN;233;POINT (312231.34 172988.76)
6733320;St Brides C W Primary School;673;The Vale of Glamorgan;Primary;Voluntary aided;CF32 0TB;220;POINT (289402 174749)
6733321;Wick and Marcross C/W Primary;673;The Vale of Glamorgan;Primary;Voluntary aided;CF71 7QE;144;POINT (292386.34 172101.27)
6733363;PENDOYLAN C/W PRIMARY SCHOOL;673;The Vale of Glamorgan;Primary;Voluntary aided;CF71 7UJ;222;POINT (305930 176777)
6733364;ST ANDREW'S C/W PRIMARY SCHOOL;673;The Vale of Glamorgan;Primary;Voluntary aided;CF64 4HB;236;POINT (314670.44 171111.88)
6733365;LLANSANNOR C/W PRIMARY SCHOOL;673;The Vale of Glamorgan;Primary;Voluntary aided;CF71 7SZ;228;POINT (300141 179181)
6733367;ST DAVID'S CHURCH-IN-WALES;673;The Vale of Glamorgan;Primary;Voluntary aided;CF71 7NL;187;POINT (294113.25 175686.23)
6733368;ST. JOSEPH'S RC PRIMARY SCHOOL;673;The Vale of Glamorgan;Primary;Voluntary aided;CF64 2TQ;217;POINT (316894 171050)
6733372;ALL SAINTS CW PRIMARY SCHOOL;673;The Vale of Glamorgan;Primary;Voluntary aided;CF62 7FG;207;POINT (310389 168371)
6733373;St Helen's Catholic Primary School;673;The Vale of Glamorgan;Primary;Voluntary aided;CF63 4EH;317;POINT (311683.15 168715.46)
6734060;LLANTWIT MAJOR SCHOOL;673;The Vale of Glamorgan;Secondary;Community;CF61 1TQ;980;POINT (297411 168419)
6734067;St Cyres Comprehensive School;673;The Vale of Glamorgan;Secondary;Community;CF64 2XP;1226;POINT (316939.86 171664.77)
6734068;Whitmore High School;673;The Vale of Glamorgan;Secondary;Community;CF62 8ZJ;1091;POINT (310539 169253)
6734069;Pencoedtre High School;673;The Vale of Glamorgan;Secondary;Community;CF62 9YQ;1061;POINT (311985.28 170280.92)
6734612;St Richard Gwyn Catholic High School;673;The Vale of Glamorgan;Secondary;Voluntary aided;CF63 1BL;817;POINT (313735 169952)
6735400;Stanwell School;673;The Vale of Glamorgan;Secondary;Foundation;CF64 2XL;1923;POINT (317890 171156)
6735500;YSGOL GYMRAEG BRO MORGANNWG;673;The Vale of Glamorgan;Middle;Community;CF62 8YU;1431;POINT (310638.46 168937.86)
6742044;PENDERYN PRIMARY;674;Rhondda Cynon Taf;Primary;Community;CF44 9JW;194;POINT (295069 208306)
6742045;OAKLANDS PRIMARY SCHOOL;674;Rhondda Cynon Taf;Primary;Community;CF44 6TF;206;POINT (301643 200661)
6742052;Alaw Primary School;674;Rhondda Cynon Taf;Primary;Community;CF40 2UU;157;POINT (300776 192141)
6742053;ABERNANT COUNTY PRIMARY;674;Rhondda Cynon Taf;Primary;Community;CF44 0SF;112;POINT (301049 203334)
6742061;Brynnau Primary;674;Rhondda Cynon Taf;Primary;Community;CF72 9QJ;247;POINT (298506 183079)
6742066;COEDPENMAEN COUNTY PRIMARY;674;Rhondda Cynon Taf;Primary;Community;CF37 4LE;209;POINT (307765 190575)
6742069;BODRINGALLT PRIMARY SCHOOL.;674;Rhondda Cynon Taf;Primary;Community;CF41 7QE;75;POINT (298614 195209)
6742070;BLAENGWAWR PRIMARY;674;Rhondda Cynon Taf;Primary;Community;CF44 6YP;221;POINT (300971 201699)
6742072;Coedylan Primary School;674;Rhondda Cynon Taf;Primary;Community;CF37 2DB;146;POINT (307155 190535)
6742077;Caegarw Primary School;674;Rhondda Cynon Taf;Primary;Community;CF45 4BH;167;POINT (304964 199386)
6742079;Cwmlai Primary;674;Rhondda Cynon Taf;Primary;Community;CF39 8AS;431;POINT (301181 186829)
6742083;DOLAU PRIMARY;674;Rhondda Cynon Taf;Primary;Community;CF72 9RP;510;POINT (299167 182534)
6742084;Capcoch Primary School;674;Rhondda Cynon Taf;Primary;Community;CF44 6AD;150;POINT (302316 200019)
6742093;Caradog Primary School;674;Rhondda Cynon Taf;Primary;Community;CF44 7PB;193;POINT (300019 202434)
6742102;Ffynnon Taf Primary School;674;Rhondda Cynon Taf;Primary;Community;CF15 7PR;157;POINT (311919 183832)
6742112;DARRAN PARK PRIMARY;674;Rhondda Cynon Taf;Primary;Community;CF43 4LE;320;POINT (299802 196726)
6742118;LLANILLTUD FAERDREF PRIMARY;674;Rhondda Cynon Taf;Primary;Community;CF38 1DB;182;POINT (308629 186051)
6742119;GELLI PRIMARY SCHOOL;674;Rhondda Cynon Taf;Primary;Community;CF41 7PX;203;POINT (297933 195151)
6742124;Llantrisant Primary School;674;Rhondda Cynon Taf;Primary;Community;CF72 8EL;127;POINT (304582 183833)
6742127;Hafod Primary School;674;Rhondda Cynon Taf;Primary;Community;CF37 2NL;110;POINT (304407 190983)
6742130;MAES-Y-COED PRIMARY SCHOOL;674;Rhondda Cynon Taf;Primary;Community;CF37 1EQ;248;POINT (306599 189681)
6742134;CWMDAR COUNTY PRIMARY SCHOOL;674;Rhondda Cynon Taf;Primary;Community;CF44 8UA;281;POINT (298237 203348)
6742137;PARCLEWIS PRIMARY SCHOOL;674;Rhondda Cynon Taf;Primary;Community;CF37 1BE;270;POINT (308104 189483)
6742142;Llanharan Primary School;674;Rhondda Cynon Taf;Primary;Community;CF72 9PW;145;POINT (300063 183467)
6742143;LLWYNYPIA PRIMARY SCHOOL;674;Rhondda Cynon Taf;Primary;Community;CF40 2HL;185;POINT (299083 193046)
6742144;DARRENLAS PRIMARY SCHOOL;674;Rhondda Cynon Taf;Primary;Community;CF45 3LT;222;POINT (304618 198673)
6742151;LLANHARI PRIMARY;674;Rhondda Cynon Taf;Primary;Community;CF72 9LQ;154;POINT (300448 180239)
6742160;Pontyclun Primary;674;Rhondda Cynon Taf;Primary;Community;CF72 9EG;395;POINT (303546 181111)
6742161;PARC PRIMARY SCHOOL;674;Rhondda Cynon Taf;Primary;Community;CF42 6LY;241;POINT (295166 196126)
6742170;HIRWAUN PRIMARY SCHOOL;674;Rhondda Cynon Taf;Primary;Community;CF44 9NF;294;POINT (295808 205223)
6742180;LLWYDCOED PRIMARY SCHOOL;674;Rhondda Cynon Taf;Primary;Community;CF44 0YA;132;POINT (299347 204890)
6742182;Trallwng Infants School;674;Rhondda Cynon Taf;Primary;Community;CF37 4RD;77;POINT (307680 190852)
6742192;PENGEULAN PRIMARY;674;Rhondda Cynon Taf;Primary;Community;CF45 3UW;136;POINT (305355 198130)
6742196;Pontrhondda Primary School;674;Rhondda Cynon Taf;Primary;Community;CF40 2SZ;124;POINT (299509 194402)
6742199;Trehopcyn Primary;674;Rhondda Cynon Taf;Primary;Community;CF37 2RH;110;POINT (306053 190557)
6742200;PONTYGWAITH PRIMARY SCHOOL;674;Rhondda Cynon Taf;Primary;Community;CF43 3LY;155;POINT (300881 194175)
6742206;TREROBART PRIMARY SCHOOL;674;Rhondda Cynon Taf;Primary;Community;CF37 3EF;155;POINT (306047 193929)
6742218;Perthcelyn Community Primary School;674;Rhondda Cynon Taf;Primary;Community;CF45 3RJ;126;POINT (305644 197462)
6742222;TON PENTRE JUNIOR SCHOOL;674;Rhondda Cynon Taf;Primary;Community;CF41 7EL;164;POINT (296958 195483)
6742225;Craig yr Hesg Primary School;674;Rhondda Cynon Taf;Primary;Community;CF37 3BP;162;POINT (308077 192362)
6742228;Llwyn-crwn Primary School;674;Rhondda Cynon Taf;Primary;Community;CF38 2BE;272;POINT (305729.96 184782.91)
6742229;Ton Pentre Infants;674;Rhondda Cynon Taf;Primary;Community;CF41 7LS;144;POINT (297235 195052)
6742235;Y.G.G.ABERDAR;674;Rhondda Cynon Taf;Primary;Community;CF44 8RT;426;POINT (298777 203131)
6742243;TREALAW COUNTY PRIMARY SCHOOL;674;Rhondda Cynon Taf;Primary;Community;CF40 2QW;119;POINT (299917 192247)
6742244;Glenboi Community Primary School;674;Rhondda Cynon Taf;Primary;Community;CF45 3DW;150;POINT (303564 199328)
6742247;Cefn Primary School;674;Rhondda Cynon Taf;Primary;Community;CF37 3BD;129;POINT (307195.41 192254.33)
6742251;TREORCHY PRIMARY;674;Rhondda Cynon Taf;Primary;Community;CF42 6SA;408;POINT (295971 196908)
6742258;WILLIAMSTOWN PRIMARY;674;Rhondda Cynon Taf;Primary;Community;CF40 1AG;310;POINT (300418 190325)
6742263;Maesybryn Primary School;674;Rhondda Cynon Taf;Primary;Community;CF38 2NS;321;POINT (307807 185110)
6742264;TYLORSTOWN PRIMARY SCHOOL;674;Rhondda Cynon Taf;Primary;Community;CF43 3HH;115;POINT (301029 195170)
6742269;Tref-y-Rhyg Primary School;674;Rhondda Cynon Taf;Primary;Community;CF39 8PR;86;POINT (301910 188075)
6742272;Ysgol Gynradd Gymraeg Tonyrefail;674;Rhondda Cynon Taf;Primary;Community;CF39 8NT;197;POINT (301201.91 188354.14)
6742276;Penygawsi Primary School;674;Rhondda Cynon Taf;Primary;Community;CF72 8PZ;222;POINT (304729 182761)
6742284;YSGOL GYMRAEG LLWYNCELYN;674;Rhondda Cynon Taf;Primary;Community;CF39 9TL;354;POINT (303135 191228)
6742287;YSGOL GYNRADD GYMRAEG YNYSWEN;674;Rhondda Cynon Taf;Primary;Community;CF42 6ED;222;POINT (294963 197375)
6742306;Tonysguboriau Primary School;674;Rhondda Cynon Taf;Primary;Community;CF72 8AA;241;POINT (303839 182809)
6742351;Y. G. G. G. Llantrisant;674;Rhondda Cynon Taf;Primary;Community;CF72 8TL;213;POINT (304373 181708)
6742356;YSGOL GYMRAEG BODRINGALLT;674;Rhondda Cynon Taf;Primary;Community;CF41 7RX;141;POINT (298659 195121)
6742359;Y.G.G. CASTELLAU;674;Rhondda Cynon Taf;Primary;Community;CF38 2AA;233;POINT (305786 185219)
6742361;Y.G.G. Llyn-y-Forwyn;674;Rhondda Cynon Taf;Primary;Community;CF43 4AB;170;POINT (299800 196564)
6742362;YSGOL GYMRAEG EVAN JAMES;674;Rhondda Cynon Taf;Primary;Community;CF37 1HF;310;POINT (306851 190114)
6742364;Ysgol Gymraeg Abercynon;674;Rhondda Cynon Taf;Primary;Community;CF45 4TH;266;POINT (308256 195595)
6742365;YGG BRONLLWYN School;674;Rhondda Cynon Taf;Primary;Community;CF41 7NW;230;POINT (297390 194754)
6742367;MISKIN PRIMARY;674;Rhondda Cynon Taf;Primary;Community;CF45 3BG;94;POINT (304888 198272)
6742369;Penpych Community Primary Scho;674;Rhondda Cynon Taf;Primary;Community;CF42 5SD;170;POINT (292894 199424)
6742370;Hendreforgan Primary School;674;Rhondda Cynon Taf;Primary;Community;CF39 8UH;233;POINT (298482 188070)
6742371;Penyrenglyn Primary;674;Rhondda Cynon Taf;Primary;Community;CF42 5AW;180;POINT (294496 197740)
6742372;Penywaun Community School;674;Rhondda Cynon Taf;Primary;Community;CF44 9DR;180;POINT (297892 204680)
6742373;Penrhys Community Primary;674;Rhondda Cynon Taf;Primary;Community;CF43 3PL;86;POINT (300449 194919)
6742374;Gwaunmeisgyn Primary School;674;Rhondda Cynon Taf;Primary;Community;CF38 2SE;361;POINT (306406 184705)
6742375;Gwauncelyn Primary School;674;Rhondda Cynon Taf;Primary;Community;CF38 1EU;372;POINT (308900 186476)
6742376;Penrhiwceibr Primary;674;Rhondda Cynon Taf;Primary;Community;CF45 3YD;118;POINT (305829 197643)
6742378;Ynyshir Community Primary;674;Rhondda Cynon Taf;Primary;Community;CF39 0HU;228;POINT (302526 192448)
6742380;Cwmclydach Community Primary School;674;Rhondda Cynon Taf;Primary;Community;CF40 2BQ;180;POINT (297956 193035)
6742381;Aberdare Park Primary;674;Rhondda Cynon Taf;Primary;Community;CF44 8LU;256;POINT (299507 203379)
6742382;Maerdy Primary School;674;Rhondda Cynon Taf;Primary;Community;CF43 4TW;293;POINT (297649 197934)
6742383;Cwmbach Community Primary;674;Rhondda Cynon Taf;Primary;Community;CF44 0HS;262;POINT (302248 202242)
6742384;Ynysboeth Community Primary;674;Rhondda Cynon Taf;Primary;Community;CF45 4LJ;125;POINT (307049 196511)
6742385;Abercynon Primary;674;Rhondda Cynon Taf;Primary;Community;CF45 4SU;334;POINT (308192 195035)
6742386;Cymmer Primary;674;Rhondda Cynon Taf;Primary;Community;CF39 9HA;209;POINT (302298 190562)
6742387;Cwmaman Primary School;674;Rhondda Cynon Taf;Primary;Community;CF44 6LA;201;POINT (299881.86 199449.33)
6743309;Our Lady's R.C.;674;Rhondda Cynon Taf;Primary;Voluntary aided;CF45 3UA;118;POINT (305067 198739)
6743312;ST MICHAELS PRIMARY;674;Rhondda Cynon Taf;Primary;Voluntary aided;CF37 1SP;248;POINT (308372 188674)
6743313;S.S.Gabriel and Raphael Prim;674;Rhondda Cynon Taf;Primary;Voluntary aided;CF40 1BJ;153;POINT (299510 192189)
6743314;St. Margaret's Catholic Primary School;674;Rhondda Cynon Taf;Primary;Voluntary aided;CF44 7PP;97;POINT (299686 202304)
6743317;ABERDARE TOWN C IN W PRIMARY;674;Rhondda Cynon Taf;Primary;Voluntary aided;CF44 7HF;292;POINT (300577 202233)
6743319;CWMBACH CHURCH IN WALES;674;Rhondda Cynon Taf;Primary;Voluntary aided;CF44 0AT;120;POINT (302535 201425)
6744019;Bryncelynnog Comprehensive School;674;Rhondda Cynon Taf;Secondary;Community;CF38 2AE;1348;POINT (305889 185452)
6744053;Mountain Ash Comprehensive School;674;Rhondda Cynon Taf;Secondary;Community;CF45 4DG;909;POINT (304022 199750)
6744081;Treorchy Comprehensive School;674;Rhondda Cynon Taf;Secondary;Community;CF42 6UL;1433;POINT (295570 196659)
6744083;Ferndale Community School;674;Rhondda Cynon Taf;Secondary;Community;CF43 4AR;636;POINT (298253 197733)
6744096;Y Pant Comprehensive;674;Rhondda Cynon Taf;Secondary;Community;CF72 8YQ;1461;POINT (304048 182188)
6744097;Ysgol Gyfun Cwm Rhondda;674;Rhondda Cynon Taf;Secondary;Community;CF39 9HA;625;POINT (302196 190578)
6744105;Ysgol Gyfun Rhydywaun;674;Rhondda Cynon Taf;Secondary;Community;CF44 9ES;1030;POINT (296988 205035)
6744106;Aberdare Community School;674;Rhondda Cynon Taf;Secondary;Community;CF44 7RP;1227;POINT (300675.72 202540.23)
6744602;Cardinal Newman R.C.;674;Rhondda Cynon Taf;Secondary;Voluntary aided;CF37 5DP;980;POINT (309767 188124)
6744604;St John Baptist CIW High School;674;Rhondda Cynon Taf;Secondary;Community;CF44 8BW;946;POINT (299333 202777)
6745500;Ysgol Llanhari;674;Rhondda Cynon Taf;Middle;Community;CF72 9XE;647;POINT (300336 180165)
6745501;Porth Community School;674;Rhondda Cynon Taf;Middle;Community;CF39 0BS;927;POINT (301896 191836)
6745502;Ysgol Nantgwyn;674;Rhondda Cynon Taf;Middle;Community;CF40 1HQ;1048;POINT (299304 191777)
6745503;Tonyrefail Community School;674;Rhondda Cynon Taf;Middle;Community;CF39 8HG;1707;POINT (300370.99 188022.99)
6745504;Ysgol Garth Olwg;674;Rhondda Cynon Taf;Middle;Community;CF38 1DX;1210;POINT (308439 185972)
6752000;Abercanaid Community;675;Merthyr Tydfil;Primary;Community;CF48 1SZ;168;POINT (306045 203598)
6752002;Cyfarthfa Park Primary School;675;Merthyr Tydfil;Primary;Community;CF47 8RE;437;POINT (304318 207014)
6752006;Caedraw Primary;675;Merthyr Tydfil;Primary;Community;CF47 8HA;228;POINT (304897 205783)
6752010;Gellifaelog Primary School;675;Merthyr Tydfil;Primary;Community;CF47 9TJ;226;POINT (306004 207931)
6752015;PANTYSGALLOG PRIMARY SCHOOL;675;Merthyr Tydfil;Primary;Community;CF48 2AD;412;POINT (306505 208881)
6752020;Gwaunfarren Primary;675;Merthyr Tydfil;Primary;Community;CF47 9AF;280;POINT (305190 207229)
6752022;Heolgerrig Community School;675;Merthyr Tydfil;Primary;Community;CF48 1SB;210;POINT (303156 205919)
6752039;YNYSOWEN PRIMARY;675;Merthyr Tydfil;Primary;Community;CF48 4QQ;311;POINT (307335.26 200569.87)
6752042;YSGOL SANTES TUDFUL;675;Merthyr Tydfil;Primary;Community;CF47 0HU;411;POINT (305676 206244)
6752054;Bedlinog Community Primary School;675;Merthyr Tydfil;Primary;Community;CF46 6RG;110;POINT (309178 201291)
6752231;TRELEWIS PRIMARY SCHOOL;675;Merthyr Tydfil;Primary;Community;CF46 6AH;244;POINT (310549 197404)
6752330;YSGOL-Y-GRAIG;675;Merthyr Tydfil;Primary;Community;CF48 2LR;213;POINT (303376 208010)
6752346;Ysgol Gymraeg Rhyd-y-grug;675;Merthyr Tydfil;Primary;Community;CF48 4NT;278;POINT (307401 199596)
6752351;COED Y DDERWEN PRIMARY SCHOOL;675;Merthyr Tydfil;Primary;Community;CF48 1LG;223;POINT (303330 207119)
6752352;Twynyrodyn Community School;675;Merthyr Tydfil;Primary;Community;CF47 0LW;298;POINT (305783 205995)
6752353;Edwardsville Primary School;675;Merthyr Tydfil;Primary;Community;CF46 5NE;335;POINT (308734 196872)
6752354;Troedyrhiw  Commmunity Primary School;675;Merthyr Tydfil;Primary;Community;CF48 4JQ;201;POINT (306984 202500)
6752355;Dowlais Primary School;675;Merthyr Tydfil;Primary;Community;CF48 3HB;194;POINT (307070 207920)
6752356;Goetre Primary School;675;Merthyr Tydfil;Primary;Community;CF47 9PB;413;POINT (304530 207845)
6754011;Afon Taf High School;675;Merthyr Tydfil;Secondary;Community;CF48 4ED;798;POINT (307147 202045)
6754012;PEN-Y-DRE HIGH SCHOOL;675;Merthyr Tydfil;Secondary;Community;CF47 9BY;893;POINT (304864 208504)
6754013;Cyfarthfa High School;675;Merthyr Tydfil;Secondary;Community;CF47 0LS;785;POINT (305489 206472)
6755900;Blessed Carlo Acutis Catholic School;675;Merthyr Tydfil;Middle;Voluntary aided;CF47 9AN;989;POINT (305398 207350)
6762058;Pengam Primary;676;Caerphilly;Primary;Community;NP12 3ST;198;POINT (315554.72 197369.95)
6762061;Fleur-de-Lys Primary;676;Caerphilly;Primary;Community;NP12 3UX;96;POINT (315736 196162)
6762071;COED-Y-BRAIN PRIMARY;676;Caerphilly;Primary;Community;CF83 3LD;210;POINT (314852 189888)
6762078;Markham Primary;676;Caerphilly;Primary;Community;NP12 0QD;201;POINT (316718 201213)
6762081;CWMABER JUNIOR SCHOOL;676;Caerphilly;Primary;Community;CF83 4BH;107;POINT (312178 189540)
6762084;Libanus Primary;676;Caerphilly;Primary;Community;NP12 1EH;342;POINT (317502 196439)
6762086;Pontllanfraith Primary School;676;Caerphilly;Primary;Community;NP12 2DN;178;POINT (318212 196143)
6762089;Deri Primary School;676;Caerphilly;Primary;Community;CF81 9HZ;74;POINT (312569 201920)
6762093;Crumlin High Level Primary;676;Caerphilly;Primary;Community;NP11 4PX;108;POINT (321048.79 198284)
6762095;PENTWYNMAWR PRIMARY SCHOOL;676;Caerphilly;Primary;Community;NP11 4HJ;116;POINT (319668 196182)
6762097;DERWENDEG PRIMARY SCHOOL;676;Caerphilly;Primary;Community;CF82 7HP;195;POINT (314550 196244)
6762098;Tynewydd Primary School;676;Caerphilly;Primary;Community;NP11 4QZ;268;POINT (321041 197458)
6762100;Cwmcarn Primary School;676;Caerphilly;Primary;Community;NP11 7LZ;220;POINT (321979 193403)
6762103;Waunfawr Primary;676;Caerphilly;Primary;Community;NP11 7PG;165;POINT (322143 191754)
6762105;Risca Primary;676;Caerphilly;Primary;Community;NP11 6DB;332;POINT (323749 190461)
6762108;Fochriw Primary;676;Caerphilly;Primary;Community;CF81 9LL;91;POINT (310617 205658)
6762121;GILFACH FARGOED PRIMARY;676;Caerphilly;Primary;Community;CF81 8LB;178;POINT (315190 198331)
6762148;Hengoed Primary;676;Caerphilly;Primary;Community;CF82 7JU;147;POINT (314856 195339)
6762158;Llancaeach Junior School;676;Caerphilly;Primary;Community;CF46 6NF;136;POINT (311465 195441)
6762171;Llanfabon Infants School;676;Caerphilly;Primary;Community;CF46 6HL;104;POINT (311042 195347)
6762193;RHYDRI PRIMARY SCHOOL;676;Caerphilly;Primary;Community;CF83 3DF;35;POINT (319483 187037)
6762197;NANT Y PARC PRIMARY SCHOOL;676;Caerphilly;Primary;Community;CF83 4GY;210;POINT (311351 191062)
6762207;Pantside Primary;676;Caerphilly;Primary;Community;NP11 5DE;191;POINT (321553 197479)
6762224;Tiryberth Primary;676;Caerphilly;Primary;Community;CF82 8AU;139;POINT (315080 196819)
6762227;Ty Isaf Infants School;676;Caerphilly;Primary;Community;NP11 6EF;110;POINT (324522 190129)
6762252;CWM  IFOR  PRIMARY SCHOOL;676;Caerphilly;Primary;Community;CF83 2PG;215;POINT (313897 188377)
6762256;BRYN PRIMARY;676;Caerphilly;Primary;Community;NP12 2PL;178;POINT (316844 195250)
6762262;YSGOL IFOR BACH;676;Caerphilly;Primary;Community;CF83 4AB;236;POINT (311823 189760)
6762264;Abercarn Primary school;676;Caerphilly;Primary;Community;NP11 5LH;255;POINT (321714 195692)
6762278;Greenhill Primary;676;Caerphilly;Primary;Community;CF82 8EU;166;POINT (312952.66 197001.85)
6762282;YSGOL GYMRAEG CAERFFILI;676;Caerphilly;Primary;Community;CF83 3HG;442;POINT (315517.38 187766.83)
6762285;YSGOL GYMRAEG GILFACH FARGOD;676;Caerphilly;Primary;Foundation;CF81 8JG;109;POINT (315196 198475)
6762296;YNYSDDU PRIMARY SCHOOL;676;Caerphilly;Primary;Community;NP11 7JH;109;POINT (317983 192389)
6762307;UPPER RHYMNEY PRIMARY SCHOOL;676;Caerphilly;Primary;Community;NP22 5EP;144;POINT (311045 208260)
6762309;Ysgol Y Lawnt;676;Caerphilly;Primary;Community;NP22 5LS;191;POINT (311294 207504)
6762310;Bryn Awel Primary School;676;Caerphilly;Primary;Community;NP22 5JJ;136;POINT (311951 207150)
6762313;Ysgol Gymraeg Trelyn;676;Caerphilly;Primary;Foundation;NP12 3ST;208;POINT (315502 197392)
6762316;PHILLIPSTOWN PRIMARY SCHOOL;676;Caerphilly;Primary;Community;NP24 6XE;148;POINT (314412 203564)
6762322;MAESYCWMMER PRIMARY SCHOOL;676;Caerphilly;Primary;Community;CF82 7PU;142;POINT (315597 194568)
6762323;Bedwas Junior;676;Caerphilly;Primary;Community;CF83 8EB;156;POINT (317037 188648)
6762326;Machen Primary School;676;Caerphilly;Primary;Community;CF83 8NA;166;POINT (320917 189186)
6762328;Graig-y-Rhacca Primary and Nursery Community;676;Caerphilly;Primary;Community;CF83 8WW;105;POINT (319132 188959)
6762335;Bedwas Infants;676;Caerphilly;Primary;Community;CF83 8EE;163;POINT (316882 188880)
6762338;HENDREDENNY PARK PRIMARY;676;Caerphilly;Primary;Community;CF83 2BL;266;POINT (313695 187556)
6762347;CWMABER INFANTS SCHOOL;676;Caerphilly;Primary;Community;CF83 4FF;105;POINT (312196 189760)
6762368;YSGOL GYMRAEG BRO ALLTA;676;Caerphilly;Primary;Community;CF82 7XQ;282;POINT (314359 194358)
6762370;Cwmfelinfach Primary;676;Caerphilly;Primary;Community;NP11 7HL;203;POINT (318416 191772)
6762373;YSGOL GYMRAEG CWM GWYDDON;676;Caerphilly;Primary;Community;NP11 5GX;275;POINT (321684 194921)
6762374;Y G G  Y Castell;676;Caerphilly;Primary;Community;CF83 1WH;419;POINT (315219.24 186915.1)
6762376;Cwrt Rawlin Primary School;676;Caerphilly;Primary;Community;CF83 1SN;361;POINT (314057.46 186409.49)
6762377;Cefn Fforest Primary;676;Caerphilly;Primary;Community;NP12 3JX;284;POINT (316346.54 197768.18)
6762378;PENLLWYN PRIMARY;676;Caerphilly;Primary;Community;NP12 2NT;142;POINT (317069 195917)
6762379;Blackwood Primary;676;Caerphilly;Primary;Community;NP12 1WA;372;POINT (316964 197067)
6762380;GLYN-GAER PRIMARY SCHOOL;676;Caerphilly;Primary;Community;CF82 8FF;212;POINT (313950 196975)
6762381;Park Primary;676;Caerphilly;Primary;Community;CF81 8PN;128;POINT (314843 199321)
6762382;Aberbargoed Primary School;676;Caerphilly;Primary;Community;CF81 9DD;215;POINT (315392 200067)
6762383;Trinant Primary;676;Caerphilly;Primary;Community;NP11 3JN;181;POINT (320825 200608)
6762384;Ty Sign Primary School;676;Caerphilly;Primary;Community;NP11 6HJ;425;POINT (324422 190695)
6762385;Tyn-Y-Wern Primary;676;Caerphilly;Primary;Community;CF83 8FL;233;POINT (318018 188849)
6762386;Twyn Primary;676;Caerphilly;Primary;Community;CF83 1UT;414;POINT (315882 186882)
6762387;White Rose Primary School;676;Caerphilly;Primary;Community;NP24 6DW;231;POINT (314805 202814)
